PMID	Mesh	Concept	TREE
10906286	Euthanasia	D005065	E02.760.905.199;I01.880.735.344.500;N02.421.585.905.199
10906286	Cell Cycle	D002453	G04.299.134
10906286	therapy	C0039798	
10906286	analysis	C1524024	
10906286	diagnosis	C1704338	
10906286	cytology	C0010820	
6744262	Cricetinae	D006224	B01.050.150.900.649.865.635.150
6744262	Animals	D000818	B01.050
6744262	Ethyl Methanesulfonate	D005020	D02.455.326.146.100.050.500.300;D02.886.645.600.055.050.510.300
6744262	styrene oxide	C013690	C0075351
6744262	N-nitrosobutylurea	C002738	C0068202
6744262	Sister Chromatid Exchange	D012854	G05.355.760.615.750
6744262	dimethyl sulfate	C007482	C0058229
6744262	Cricetulus	D003412	B01.050.150.900.649.865.635.150.250
6744262	Methyl Methanesulfonate	D008741	D02.455.326.146.100.050.500.500;D02.886.645.600.055.050.510.500
6744262	ENNG	C013525	C0059360
6744262	Methylnitronitrosoguanidine	D008769	D02.078.370.649.400;D02.654.567.400
6744262	Hypoxanthine-Guanine Phosphoribosyltransferase	D007041	D08.811.913.400.725.450
6744262	Methoxsalen	D008730	D03.438.150.446.794.500;D03.494.770.500;D03.830.219.446.794.500
6744262	Thioguanine	D013866	D03.438.759.854
6744262	Ethylnitrosourea	D005038	D02.654.692.300;D02.948.594.310
6744262	propylnitrosourea	C020796	C0072236
6744262	erythritol anhydride	C007366	C0059541
6744262	4-Nitroquinoline-1-oxide	D015112	D02.640.820.600;D03.438.810.470.450;D03.661.243.500
6744262	Methylnitrosourea	D008770	D02.654.692.480;D02.948.594.490
6744262	Mitomycin	D016685	D02.806.400.249.350;D03.383.097.500.350;D03.438.473.412.249.350
6744262	Intercalating Agents	D007364	D27.720.470.410.360
6744262	diethyl sulfate	C011612	C0057936
6744262	Quinacrine Mustard	D011797	D02.455.526.728.650.760;D03.494.046.250.760.750
6744262	Carbazilquinone	D002225	D02.806.250.180;D03.383.097.217.300
6744262	Epichlorohydrin	D004811	D02.355.291.411.400
6744262	isopropylmethanesulfonate	C002531	C0064063
6744262	Sorbic Acid	D013011	D10.251.355.840
6744262	Propiolactone	D011420	D02.540.600
6744262	Triethylenemelamine	D014265	D03.383.097.217.924;D03.383.931.915
6744262	tobacco tar	C024746	C0076771
6744262	Cobalt	D003035	D01.268.556.185;D01.268.956.155;D01.552.544.185
6744262	Platinum	D010984	D01.268.556.690;D01.268.956.734;D01.552.544.690
6744262	Thiotepa	D013852	D02.705.672.875;D03.383.097.217.935.960
6744262	Alkylating Agents	D000477	D27.505.519.124;D27.888.569.035
6744262	Ultraviolet Rays	D014466	G01.358.500.505.650.891;G01.590.540.891;G01.750.250.650.891;G01.750.750.659;G01.750.770.578.891;G16.500.275.063.725.525.600;G16.500.750.775.525.600;N06.230.300.100.725.525.600
6744262	Bleomycin	D001761	D09.400.420.110;D12.644.233.110
6744262	cis-Platinum	D002945	D01.210.375;D01.625.125;D01.710.100
6744262	Epoxides	D004852	D02.355.291.411
6744262	Nitrosourea Compounds	D009607	D02.654.692;D02.948.594
6744262	Sulfuric Acid Esters	D013463	D02.886.645.655.850
6744262	Mutagens	D009153	D27.888.569.468
6744262	Mesylates	D008698	D02.455.326.146.100.050.500;D02.886.645.600.055.050.510
6744262	Tars	D013638	D20.749
6744262	Mutation	D009154	G05.365.590
6744262	Hypoxanthines	D007042	D03.438.759.758.399
6744262	Guanine	D006147	D03.438.759.758.399.454
6744262	genetics	C0017399	
[162]: *** ERROR *** ERROR *** ERROR ***			
3798470	Male	D008297	C0024554
3798470	Rats	D051381	C0034721
3798470	Animals	D000818	C0003062
3798470	sodium bichromate	C016104	C0074724
3798470	Rats, Wistar	D017208	B01.050.150.900.649.865.635.505.700.900
3798470	chromium oxide	C023600	C0055628
3798470	chromium hexavalent ion	C074702	C0168430
3798470	Chromium	D002857	D01.268.556.175;D01.268.956.124;D01.552.544.175
3798470	Control Groups	D035061	E05.318.780.074;E05.581.500.149
3798470	Pharynx	D010614	A03.556.750;A04.623;A14.724
3798470	Chemistry, Clinical	D002624	H01.181.341
3798470	Cholesterol	D002784	D04.808.247.222.284;D04.808.247.808.197;D10.570.938.208;D10.851.208
3798470	Cost of Illness	D017281	I01.137;N03.219.151.165
3798470	Chromates	D002840	D01.220.150;D01.248.497.158.235
3798470	Chromium Compounds	D017608	D01.220
3798470	Carcinogens	D002273	D27.888.569.100
3798470	Aerosols	D000336	D20.280.055;D26.255.165.055;D27.720.280.165.055
3798470	Adenocarcinoma	D000230	C04.557.470.200.025
3798470	Tumor	D009369	C04
3798470	Adenoma	D000236	C04.557.470.035
3798470	Oxides	D010087	D01.248.497.158.685;D01.650.550
3798470	Red Blood Cell Count	D004906	E01.370.225.500.195.107.330;E01.370.225.625.107.330;E05.200.500.195.107.330;E05.200.625.107.330;E05.242.195.107.330;G04.170.107.330;G09.188.105.330
3798470	Hematology	D006405	H02.403.429.445
3798470	Immunoglobulins	D007136	D12.776.124.486.485;D12.776.124.790.651;D12.776.377.715.548
3798470	economics	C0013557	
3798470	Male	D008297	C0024554
3798470	Rats	D051381	C0034721
3798470	Animals	D000818	C0003062
3798470	sodium bichromate	C016104	C0074724
3798470	Rats, Wistar	D017208	B01.050.150.900.649.865.635.505.700.900
3798470	chromium oxide	C023600	C0055628
3798470	chromium hexavalent ion	C074702	C0168430
3798470	Chromium	D002857	D01.268.556.175;D01.268.956.124;D01.552.544.175
3798470	Control Groups	D035061	E05.318.780.074;E05.581.500.149
3798470	Pharynx	D010614	A03.556.750;A04.623;A14.724
3798470	Chemistry, Clinical	D002624	H01.181.341
3798470	Cholesterol	D002784	D04.808.247.222.284;D04.808.247.808.197;D10.570.938.208;D10.851.208
3798470	Cost of Illness	D017281	I01.137;N03.219.151.165
3798470	Chromates	D002840	D01.220.150;D01.248.497.158.235
3798470	Chromium Compounds	D017608	D01.220
3798470	Carcinogens	D002273	D27.888.569.100
3798470	Aerosols	D000336	D20.280.055;D26.255.165.055;D27.720.280.165.055
3798470	Adenocarcinoma	D000230	C04.557.470.200.025
3798470	Tumor	D009369	C04
3798470	Adenoma	D000236	C04.557.470.035
3798470	Oxides	D010087	D01.248.497.158.685;D01.650.550
3798470	Red Blood Cell Count	D004906	E01.370.225.500.195.107.330;E01.370.225.625.107.330;E05.200.500.195.107.330;E05.200.625.107.330;E05.242.195.107.330;G04.170.107.330;G09.188.105.330
3798470	Hematology	D006405	H02.403.429.445
3798470	Immunoglobulins	D007136	D12.776.124.486.485;D12.776.124.790.651;D12.776.377.715.548
3798470	economics	C0013557	
14736997	Pregnancy	D011247	G08.686.785.760.769
14736997	Female	D005260	C0015780
14736997	Male	D008297	C0024554
14736997	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
14736997	Rats	D051381	C0034721
14736997	Animals	D000818	C0003062
14736997	Androgens	D000728	D27.505.696.399.472.161
14736997	Testosterone	D013739	D04.808.054.079.429.824;D06.472.334.851.968.984
14736997	Testosterone Propionate	D043343	D04.808.054.079.429.824.832;D06.472.334.851.968.984.750
14736997	Sex Differentiation	D012733	G07.700.320.500.325.377.843;G07.700.320.750.500;G08.686.785.880.500
14736997	vinclozolin	C025643	C0078245
14736997	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
14736997	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
14736997	Litter Size	D008098	G08.686.530;G08.686.785.760.769.498.300
14736997	Organ Size	D009929	E01.370.600.115.100.660;E05.041.124.715;G07.100.100.660;G07.700.320.249.690
14736997	Weight Gain	D015430	C23.888.144.243.926;G07.700.320.249.314.120.200.926
14736997	Androgen Receptor Antagonists	D059002	D06.347.065.249;D27.505.696.399.450.065.249
14736997	Bulbourethral Glands	D002030	A05.360.444.123;A10.336.197
14736997	Nipples	D009558	A01.236.500
14736997	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
14736997	Prostate	D011467	A05.360.444.575;A10.336.707
14736997	Oxazoles	D010080	D03.383.129.462
14736997	AR protein, human	C410798	C1447749
14736997	Androgen Receptor	D011944	D12.776.260.698.750.150;D12.776.826.750.150;D12.776.930.669.750.150
14736997	Reproduction	D012098	G08.686.785.760
14736997	Phenotype	D010641	G05.695
19269301	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
19269301	Animals	D000818	B01.050
19269301	Mice	D051379	B01.050.150.900.649.865.635.505.500
19269301	Silver	D012834	D01.268.556.812;D01.268.956.843;D01.552.544.812
19269301	Lipid Peroxidation	D015227	G02.111.087.520;G02.149.115.520;G03.495.335.531.587
19269301	Caspase 3	D053148	D08.811.277.656.262.500.126.350.300;D08.811.277.656.300.200.126.350.300;D12.644.360.075.405.350.300;D12.776.476.075.405.350.300
19269301	Anti-Infective Agents	D000890	D27.505.954.122
19269301	Eukaryotic Cells	D005057	A11.450
19269301	Electrons	D004583	G01.249.335;G01.358.500.750
19269301	Mitochondria	D008928	A11.284.430.214.190.875.564;A11.284.835.626
19269301	Necrosis	D009336	C23.550.717;G04.299.139.638
19269301	Apoptosis	D017209	G04.299.139.160
19269301	Antioxidants	D000975	D27.505.519.217;D27.505.696.706.125;D27.720.799.047
19269301	Nanoparticles	D053758	J01.637.512.600
19269301	Fibroblasts	D005347	A11.329.228
19269301	Burns	D002056	C26.200
19269301	Liver	D008099	A03.620
19269301	cytology	C0010820	
20211155	Animals	D000818	B01.050
20211155	Adolescent	D000293	C0205653
20211155	tributyltin	C011559	C0077024
20211155	PPAR-beta	D048068	D12.776.260.698.239.530;D12.776.826.239.530;D12.776.930.669.239.530
20211155	Colforsin	D005576	D02.455.849.291.300
20211155	Peroxisome Proliferator-Activated Receptors	D047492	D12.776.260.698.239;D12.776.826.239;D12.776.930.669.239
20211155	Acyl-CoA Oxidase	D042962	D08.811.682.660.150.200;D12.776.331.149
20211155	Salmon	D012474	B01.050.150.900.493.817.750.705
20211155	Cyclic AMP	D000242	D03.438.759.646.138.395;D13.695.462.200;D13.695.667.138.395;D13.695.827.068.395
20211155	Hydrocortisone	D006854	D04.808.745.745.654.600;D06.472.040.585.353.476;D06.472.040.585.478.392
20211155	Cytochrome P-450 CYP3A	D051544	D08.244.453.040.986;D08.811.682.662.582.353;D08.811.682.690.708.170.040.888;D12.776.422.220.453.040.972
20211155	Peroxisome Proliferators	D020025	D27.888.569.100.675
20211155	Organotin Compounds	D009947	D02.691.850
20211155	mRNA	D012333	D13.444.735.544
20211155	Gastropods	D049851	B01.050.500.644.400
20211155	Ethanol	D000431	D02.033.375
20211155	Trialkyltin Compounds	D014220	D02.691.850.900
20211155	Second Messenger	D015290	G02.111.087.800.800;G02.149.115.800.800;G04.299.880.800
20211155	PPAR delta	D047494	D12.776.260.698.239.555;D12.776.826.239.555;D12.776.930.669.239.555
20211155	Signal Transduction	D015398	G02.111.087.800;G02.149.115.800;G04.299.880
20211155	Sexual Development	D046468	G07.700.320.750;G08.686.785.880
20211155	Lymphocytes	D008214	A11.118.637.555.567;A15.145.229.637.555.567;A15.382.490.555.567
20211155	Isoforms	D020033	D12.776.800
20211155	Diet	D004032	G07.610.240
20211155	Solvents	D012997	D27.720.844
20211155	Gonads	D006066	A05.360.576;A06.407.312
20211155	Lipids	D008055	D10
17605032	Male	D008297	C0024554
17605032	Rats	D051381	C0034721
17605032	Mice	D051379	C0026809
17605032	Animals	D000818	C0003062
17605032	perfluorooctanoic acid	C023036	C0070403
17605032	Peroxisome Proliferators	D020025	D27.888.569.100.675
17605032	Lipoproteins, HDL	D008075	D10.532.432;D12.776.521.479
17605032	Lipoproteins, LDL	D008077	D10.532.515;D12.776.521.550
17605032	Cholesterol	D002784	D04.808.247.222.284;D04.808.247.808.197;D10.570.938.208;D10.851.208
17605032	Confidence Intervals	D016001	E05.318.740.275;N05.715.360.750.220;N06.850.520.830.275
17605032	Logistic Models	D016015	E05.318.740.500.525;E05.318.740.600.800.450;E05.318.740.750.450;E05.599.835.875;N05.715.360.750.530.480;N05.715.360.750.625.700.450;N05.715.360.750.695.470;N06.850.520.830.500.525;N06.850.520.830.600.800.450;N06.850.520.830.750.450
17605032	Body Mass Index	D015992	E01.370.600.115.100.125;E05.041.124.125;G07.100.100.125;N06.850.505.200.100.175
17605032	Thyroid Gland	D013961	A06.407.900
17605032	Monkeys	D000882	B01.050.150.900.649.801.400
17605032	Reference Values	D012016	E05.978.810
17605032	Caprylates	D002210	D02.241.081.222;D10.251.122
17605032	Fluorocarbons	D005466	D02.455.526.510.435
17605032	Triglycerides	D014280	D10.351.801
17605032	Demography	D003710	I01.240;N01.224;N06.850.505.400
17605032	Alcohols	D000438	D02.033
11896291	Rats	D051381	C0034721
11896291	Animals	D000818	C0003062
11896291	perfluorooctanoic acid	C023036	C0070403
11896291	perfluorooctane sulfonic acid	C076994	C0172926
11896291	perfluorooctane	C073608	C0166273
11896291	2-(N-ethylperfluorooctanesulfonamido)ethyl alcohol	C435127	C1097143
11896291	sulfluramid	C063732	C0084680
11896291	N-ethyl perfluorooctane sulfonamido acetate	C542083	C2717124
11896291	Mitochondria, Liver	D008930	A11.284.430.214.190.875.564.461;A11.284.835.626.461
11896291	Cytochromes c	D045304	D08.244.286.100;D12.776.422.220.286.100
11896291	Oxidative Phosphorylation	D010085	G02.111.087.677.550;G02.149.115.677.550;G03.495.335.631;G03.495.790.550
11896291	Oxygen	D010100	D01.268.185.550;D01.362.670
11896291	Cyclosporine	D016572	D04.345.566.235.300;D12.644.641.235.300
11896291	Protons	D011522	D01.248.497.300.459.700;D01.435.550;G01.249.765
11896291	Nitrogen	D009584	D01.268.604;D01.362.625
11896291	Egtazic Acid	D004533	D02.092.782.258.368.257;D02.241.081.018.269
11896291	Membrane Potentials	D008564	G01.154.535;G04.580;G07.265.750;G11.561.570
11896291	Acetic Acid	D019342	D02.241.081.018.165;D10.251.400.045.500
11896291	Membrane Fluidity	D008560	G01.154.500;G02.111.550;G04.570
11896291	Ethanol	D000431	D02.033.375
11896291	Inhibitory Concentration 50	D020128	E05.940.350;G07.690.420
11896291	Peroxisomes	D020675	A11.284.430.214.190.500.585.600;A11.284.430.214.190.875.190.190.755.600
11896291	Fluorocarbons	D005466	D02.455.526.510.435
11896291	Sulfonamides	D013449	D02.065.884;D02.886.590.700
11896291	Alkanesulfonic Acids	D017738	D02.455.326.146.100;D02.886.645.600.055
11896291	Caprylates	D002210	D02.241.081.222;D10.251.122
11896291	Hydrocarbons, Fluorinated	D006845	D02.455.526.510
11896291	Surface-Active Agents	D013501	D27.720.877
11896291	Metabolic Pathways	D053858	G03.495.553
11896291	Permeability	D010539	G02.685;G02.842.700
11896291	Electrode	D004566	E07.305.250
19822600	Rats	D051381	C0034721
19822600	Animals	D000818	C0003062
19822600	Inhalation Exposure	D019570	N06.850.460.350.112
19822600	Rats, Wistar	D017208	B01.050.150.900.649.865.635.505.700.900
19822600	Soot	D053260	D20.633.937.339
19822600	Nanotubes, Carbon	D037742	D01.268.150.250.500;J01.637.512.850.500
19822600	Nose	D009666	A01.456.505.733;A04.531;A09.531
19822600	Neutrophils	D009504	A11.118.637.415.583;A11.627.340.583;A11.733.689;A15.145.229.637.415.583;A15.382.490.315.583;A15.382.680.689
19822600	Goblet Cells	D020397	A03.556.124.369.320;A04.329.597.320;A04.531.520.320;A04.760.259;A10.615.550.444.321;A10.615.550.760.520.320;A10.615.550.760.600.320;A11.436.298
19822600	Turbinates	D014420	A02.835.232.781.324.948;A04.531.898
19822600	Hyperplasia	D006965	C23.550.444
19822600	Lung	D008168	A04.411
19822600	Bronchoalveolar Lavage	D018893	E05.927.100
19822600	Administration, Inhalation	D000280	E02.319.267.050
19822600	Aerosols	D000336	D20.280.055;D26.255.165.055;D27.720.280.165.055
19822600	Metaplasia	D008679	C23.550.589
19822600	Collagen	D003094	D05.750.078.280;D12.776.860.300.250
19822600	Staining	D013194	E01.370.225.500.620.670;E01.370.225.750.600.670;E05.200.500.620.670;E05.200.750.600.670
11390174	Female	D005260	C0015780
11390174	Male	D008297	C0024554
11390174	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11390174	Rats	D051381	C0034721
11390174	Animals	D000818	C0003062
11390174	No-Observed-Adverse-Effect Level	D019055	E05.940.600;G07.690.620
11390174	nonylphenol	C025256	C0068946
11390174	Corn Oil	D003314	D10.212.302.380.370;D10.212.507.340;D10.627.700.240;D20.215.784.750.240;J02.500.375.400.250
11390174	Ovary	D010053	A05.360.319.114.630;A05.360.576.497;A06.407.312.497
11390174	Reproduction	D012098	G08.686.785.760
11390174	Lactation	D007774	G08.686.702.500;G08.686.785.420
11390174	Phenols	D010636	D02.455.426.559.389.657
11390174	Fertility	D005298	G08.686.210
11390174	Estrous Cycle	D030762	G08.686.195
11390174	Pituitary Gland	D010902	A06.407.747;A06.688.357.750;A08.186.211.730.317.357.352.435.500;A08.713.357.750
11390174	Liver	D008099	A03.620
11390174	Sperm	D013094	A05.360.490.890;A11.497.760
11390174	Parent	D010290	F01.829.263.500.320;I01.880.225.500.340;M01.620
11390174	growth & development	C1457898	
11390174	Female	D005260	C0015780
11390174	Male	D008297	C0024554
11390174	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11390174	Rats	D051381	C0034721
11390174	Animals	D000818	C0003062
11390174	No-Observed-Adverse-Effect Level	D019055	E05.940.600;G07.690.620
11390174	nonylphenol	C025256	C0068946
11390174	Corn Oil	D003314	D10.212.302.380.370;D10.212.507.340;D10.627.700.240;D20.215.784.750.240;J02.500.375.400.250
11390174	Ovary	D010053	A05.360.319.114.630;A05.360.576.497;A06.407.312.497
11390174	Reproduction	D012098	G08.686.785.760
11390174	Lactation	D007774	G08.686.702.500;G08.686.785.420
11390174	Phenols	D010636	D02.455.426.559.389.657
11390174	Fertility	D005298	G08.686.210
11390174	Estrous Cycle	D030762	G08.686.195
11390174	Pituitary Gland	D010902	A06.407.747;A06.688.357.750;A08.186.211.730.317.357.352.435.500;A08.713.357.750
11390174	Liver	D008099	A03.620
11390174	Sperm	D013094	A05.360.490.890;A11.497.760
11390174	Parent	D010290	F01.829.263.500.320;I01.880.225.500.340;M01.620
11390174	growth & development	C1457898	
2265476	Male	D008297	C0024554
2265476	Rats	D051381	C0034721
2265476	Mice	D051379	C0026809
2265476	Animals	D000818	C0003062
2265476	Bromodeoxyuridine	D001973	D03.383.742.680.852.300.150;D13.570.230.430.196;D13.570.685.852.300.150
2265476	Rats, Inbred F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
2265476	4-dichlorobenzene	C018511	C0048243
2265476	Peroxisome Proliferators	D020025	D27.888.569.100.675
2265476	Corn Oil	D003314	D10.212.302.380.370;D10.212.507.340;D10.627.700.240;D20.215.784.750.240;J02.500.375.400.250
2265476	pirinixic acid	C006253	C0243266
2265476	Deoxyuridine	D003857	D03.383.742.680.852.300;D13.570.230.430;D13.570.685.852.300
2265476	Thymidine	D013936	D03.383.742.680.705;D13.570.230.855;D13.570.685.705
2265476	Containment of Biohazards	D003264	E05.235
2265476	chlorobenzene	C031294	C0244167
2265476	Chlorobenzenes	D002722	D02.455.426.559.389.261;D02.455.526.439.202
2265476	Pyrimidines	D011743	D03.383.742
2265476	Kidney	D007668	A05.810.453
2265476	Liver	D008099	A03.620
2265476	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
2265476	Diet	D004032	G07.610.240
2265476	DNA	D004247	D13.444.308
2265476	therapy	C0039798	
16510128	Mice	D051379	C0026809
16510128	Animals	D000818	C0003062
16510128	Maneb	D008344	D02.241.081.251.869.265.441;D02.691.600;D02.886.706.250.500
16510128	Paraquat	D010269	D03.383.725.762.621
16510128	Cytochrome P-450 CYP2E1	D019392	D08.244.453.040.972;D08.811.682.662.582.338;D08.811.682.690.708.170.040.777;D12.776.422.220.453.040.944
16510128	Catalase	D002374	D08.811.682.732.332
16510128	Glutathione Transferase	D005982	D08.811.913.225.500
16510128	Methoxychlor	D008731	D02.455.526.439.610
16510128	Atrazine	D001280	D03.383.931.247
16510128	Lipid Peroxidation	D015227	G02.111.087.520;G02.149.115.520;G03.495.335.531.587
